frame,x,y,score,body_part
10,358,283,0,sx_elbow
10,365,355,0,sx_hand
11,316,125,0,head
11,309,200,0,neck
11,265,200,0,dx_shoulder
11,248,274,0,dx_elbow
11,239,348,0,dx_hand
11,353,200,0,sx_shoulder
11,360,283,0,sx_elbow
11,367,355,0,sx_hand
12,316,125,0,head
12,309,200,0,neck
12,265,200,0,dx_shoulder
12,248,274,0,dx_elbow
12,239,348,0,dx_hand
12,353,200,0,sx_shoulder
12,360,286,0,sx_elbow
12,369,355,0,sx_hand
13,316,125,0,head
13,311,200,0,neck
13,267,200,0,dx_shoulder
13,248,274,0,dx_elbow
13,239,348,0,dx_hand
13,353,200,0,sx_shoulder
13,360,286,0,sx_elbow
13,369,358,0,sx_hand
14,316,125,0,head
14,306,200,0,neck
14,265,200,0,dx_shoulder
14,248,274,0,dx_elbow
14,239,348,0,dx_hand
14,353,200,0,sx_shoulder
14,358,286,0,sx_elbow
14,365,355,0,sx_hand
15,313,127,0,head
15,304,200,0,neck
15,262,200,0,dx_shoulder
15,246,279,0,dx_elbow
15,234,351,0,dx_hand
15,353,202,0,sx_shoulder
15,358,288,0,sx_elbow
15,362,358,0,sx_hand
16,311,127,0,head
16,302,202,0,neck
16,262,202,0,dx_shoulder
16,246,279,0,dx_elbow
16,234,351,0,dx_hand
16,351,202,0,sx_shoulder
16,355,290,0,sx_elbow
16,360,362,0,sx_hand
17,313,127,0,head
17,304,200,0,neck
17,262,200,0,dx_shoulder
17,246,279,0,dx_elbow
17,234,355,0,dx_hand
17,353,202,0,sx_shoulder
17,358,290,0,sx_elbow
17,365,358,0,sx_hand
18,313,127,0,head
18,306,200,0,neck
18,265,200,0,dx_shoulder
18,246,283,0,dx_elbow
18,237,358,0,dx_hand
18,353,200,0,sx_shoulder
18,358,288,0,sx_elbow
18,365,360,0,sx_hand
19,311,127,0,head
19,302,200,0,neck
19,262,200,0,dx_shoulder
19,246,279,0,dx_elbow
19,234,351,0,dx_hand
19,351,200,0,sx_shoulder
19,355,286,0,sx_elbow
19,362,360,0,sx_hand
20,309,127,0,head
20,302,200,0,neck
20,262,202,0,dx_shoulder
20,246,279,0,dx_elbow
20,232,355,0,dx_hand
20,351,202,0,sx_shoulder
20,355,288,0,sx_elbow
20,362,360,0,sx_hand
21,309,127,0,head
21,302,200,0,neck
21,262,202,0,dx_shoulder
21,246,279,0,dx_elbow
21,230,355,0,dx_hand
21,351,200,0,sx_shoulder
21,355,286,0,sx_elbow
21,362,360,0,sx_hand
22,306,127,0,head
22,302,202,0,neck
22,262,202,0,dx_shoulder
22,246,276,0,dx_elbow
22,227,348,0,dx_hand
22,351,202,0,sx_shoulder
22,355,288,0,sx_elbow
22,365,360,0,sx_hand
23,306,127,0,head
23,302,202,0,neck
23,262,202,0,dx_shoulder
23,246,276,0,dx_elbow
23,227,348,0,dx_hand
23,351,202,0,sx_shoulder
23,355,288,0,sx_elbow
23,369,360,0,sx_hand
24,306,127,0,head
24,302,202,0,neck
24,262,202,0,dx_shoulder
24,244,276,0,dx_elbow
24,225,348,0,dx_hand
24,351,202,0,sx_shoulder
24,355,286,0,sx_elbow
24,372,360,0,sx_hand
25,309,127,0,head
25,302,202,0,neck
25,262,202,0,dx_shoulder
25,244,283,0,dx_elbow
25,213,351,0,dx_hand
25,351,202,0,sx_shoulder
25,358,283,0,sx_elbow
25,374,362,0,sx_hand
26,309,127,0,head
26,302,202,0,neck
26,262,202,0,dx_shoulder
26,239,279,0,dx_elbow
26,206,346,0,dx_hand
26,348,202,0,sx_shoulder
26,362,281,0,sx_elbow
26,383,360,0,sx_hand
27,306,127,0,head
27,302,200,0,neck
27,262,200,0,dx_shoulder
27,230,279,0,dx_elbow
27,197,346,0,dx_hand
27,348,200,0,sx_shoulder
27,367,274,0,sx_elbow
27,393,351,0,sx_hand
28,306,127,0,head
28,302,200,0,neck
28,262,200,0,dx_shoulder
28,227,274,0,dx_elbow
28,190,341,0,dx_hand
28,348,200,0,sx_shoulder
28,372,274,0,sx_elbow
28,402,348,0,sx_hand
29,309,127,0,head
29,302,200,0,neck
29,262,200,0,dx_shoulder
29,225,272,0,dx_elbow
29,176,339,0,dx_hand
29,348,200,0,sx_shoulder
29,374,274,0,sx_elbow
29,409,346,0,sx_hand
30,309,127,0,head
30,302,200,0,neck
30,262,200,0,dx_shoulder
30,220,269,0,dx_elbow
30,172,332,0,dx_hand
30,348,200,0,sx_shoulder
30,376,272,0,sx_elbow
30,425,344,0,sx_hand
31,306,127,0,head
31,302,200,0,neck
31,262,200,0,dx_shoulder
31,211,265,0,dx_elbow
31,155,327,0,dx_hand
31,346,200,0,sx_shoulder
31,388,272,0,sx_elbow
31,430,334,0,sx_hand
32,306,127,0,head
32,300,200,0,neck
32,260,200,0,dx_shoulder
32,209,255,0,dx_elbow
32,144,313,0,dx_hand
32,346,200,0,sx_shoulder
32,390,262,0,sx_elbow
32,444,327,0,sx_hand
33,306,127,0,head
33,300,200,0,neck
33,260,200,0,dx_shoulder
33,206,253,0,dx_elbow
33,134,306,0,dx_hand
33,348,200,0,sx_shoulder
33,393,258,0,sx_elbow
33,455,318,0,sx_hand
34,311,127,0,head
34,302,200,0,neck
34,260,200,0,dx_shoulder
34,195,248,0,dx_elbow
34,127,290,0,dx_hand
34,351,200,0,sx_shoulder
34,402,253,0,sx_elbow
34,465,309,0,sx_hand
35,311,125,0,head
35,302,200,0,neck
35,260,200,0,dx_shoulder
35,193,241,0,dx_elbow
35,118,279,0,dx_hand
35,353,200,0,sx_shoulder
35,409,253,0,sx_elbow
35,481,293,0,sx_hand
36,309,125,0,head
36,302,200,0,neck
36,260,200,0,dx_shoulder
36,193,234,0,dx_elbow
36,113,269,0,dx_hand
36,353,200,0,sx_shoulder
36,409,244,0,sx_elbow
36,483,288,0,sx_hand
37,306,125,0,head
37,302,197,0,neck
37,258,200,0,dx_shoulder
37,190,230,0,dx_elbow
37,106,253,0,dx_hand
37,351,197,0,sx_shoulder
37,418,239,0,sx_elbow
37,493,274,0,sx_hand
38,306,125,0,head
38,300,197,0,neck
38,255,197,0,dx_shoulder
38,186,223,0,dx_elbow
38,100,239,0,dx_hand
38,351,200,0,sx_shoulder
38,420,234,0,sx_elbow
38,500,260,0,sx_hand
39,309,125,0,head
39,302,197,0,neck
39,260,200,0,dx_shoulder
39,188,218,0,dx_elbow
39,97,230,0,dx_hand
39,353,200,0,sx_shoulder
39,425,232,0,sx_elbow
39,502,253,0,sx_hand
40,311,125,0,head
40,302,197,0,neck
40,255,197,0,dx_shoulder
40,186,211,0,dx_elbow
40,97,218,0,dx_hand
40,353,197,0,sx_shoulder
40,425,223,0,sx_elbow
40,509,237,0,sx_hand
41,309,125,0,head
41,300,197,0,neck
41,251,195,0,dx_shoulder
41,176,202,0,dx_elbow
41,95,202,0,dx_hand
41,351,197,0,sx_shoulder
41,427,218,0,sx_elbow
41,511,223,0,sx_hand
42,306,125,0,head
42,300,195,0,neck
42,248,193,0,dx_shoulder
42,181,200,0,dx_elbow
42,90,193,0,dx_hand
42,351,197,0,sx_shoulder
42,427,213,0,sx_elbow
42,513,218,0,sx_hand
43,309,125,0,head
43,300,193,0,neck
43,251,190,0,dx_shoulder
43,181,195,0,dx_elbow
43,93,181,0,dx_hand
43,353,195,0,sx_shoulder
43,427,202,0,sx_elbow
43,516,202,0,sx_hand
44,311,125,0,head
44,302,190,0,neck
44,260,186,0,dx_shoulder
44,181,186,0,dx_elbow
44,90,167,0,dx_hand
44,353,193,0,sx_shoulder
44,434,197,0,sx_elbow
44,516,183,0,sx_hand
45,309,125,0,head
45,302,188,0,neck
45,260,183,0,dx_shoulder
45,174,183,0,dx_elbow
45,86,162,0,dx_hand
45,353,190,0,sx_shoulder
45,432,197,0,sx_elbow
45,513,181,0,sx_hand
46,309,125,0,head
46,302,186,0,neck
46,258,183,0,dx_shoulder
46,176,181,0,dx_elbow
46,95,151,0,dx_hand
46,353,188,0,sx_shoulder
46,430,186,0,sx_elbow
46,516,169,0,sx_hand
47,309,125,0,head
47,302,186,0,neck
47,258,183,0,dx_shoulder
47,179,176,0,dx_elbow
47,97,146,0,dx_hand
47,353,186,0,sx_shoulder
47,432,183,0,sx_elbow
47,516,165,0,sx_hand
48,306,125,0,head
48,302,186,0,neck
48,255,183,0,dx_shoulder
48,176,169,0,dx_elbow
48,97,141,0,dx_hand
48,353,186,0,sx_shoulder
48,437,181,0,sx_elbow
48,518,162,0,sx_hand
49,306,125,0,head
49,302,183,0,neck
49,258,183,0,dx_shoulder
49,176,165,0,dx_elbow
49,97,132,0,dx_hand
49,353,186,0,sx_shoulder
49,439,181,0,sx_elbow
49,520,155,0,sx_hand
50,309,125,0,head
50,302,183,0,neck
50,260,183,0,dx_shoulder
50,181,165,0,dx_elbow
50,97,130,0,dx_hand
50,353,186,0,sx_shoulder
50,432,179,0,sx_elbow
50,518,153,0,sx_hand
51,309,125,0,head
51,302,183,0,neck
51,260,183,0,dx_shoulder
51,179,162,0,dx_elbow
51,93,125,0,dx_hand
51,353,186,0,sx_shoulder
51,432,174,0,sx_elbow
51,516,148,0,sx_hand
52,309,123,0,head
52,302,183,0,neck
52,260,183,0,dx_shoulder
52,179,160,0,dx_elbow
52,93,120,0,dx_hand
52,353,183,0,sx_shoulder
52,430,174,0,sx_elbow
52,516,148,0,sx_hand
53,304,123,0,head
53,300,183,0,neck
53,255,183,0,dx_shoulder
53,176,158,0,dx_elbow
53,88,116,0,dx_hand
53,351,183,0,sx_shoulder
53,427,174,0,sx_elbow
53,516,148,0,sx_hand
54,304,125,0,head
54,300,183,0,neck
54,255,183,0,dx_shoulder
54,176,158,0,dx_elbow
54,90,116,0,dx_hand
54,351,183,0,sx_shoulder
54,432,172,0,sx_elbow
54,518,151,0,sx_hand
55,304,125,0,head
55,300,183,0,neck
55,255,183,0,dx_shoulder
55,174,155,0,dx_elbow
55,95,118,0,dx_hand
55,351,183,0,sx_shoulder
55,439,172,0,sx_elbow
55,516,153,0,sx_hand
56,304,125,0,head
56,300,183,0,neck
56,255,183,0,dx_shoulder
56,174,158,0,dx_elbow
56,95,120,0,dx_hand
56,353,183,0,sx_shoulder
56,439,174,0,sx_elbow
56,518,155,0,sx_hand
57,302,125,0,head
57,300,183,0,neck
57,251,183,0,dx_shoulder
57,176,160,0,dx_elbow
57,97,123,0,dx_hand
57,351,183,0,sx_shoulder
57,432,179,0,sx_elbow
57,516,160,0,sx_hand
58,304,125,0,head
58,300,183,0,neck
58,255,181,0,dx_shoulder
58,181,160,0,dx_elbow
58,97,123,0,dx_hand
58,351,183,0,sx_shoulder
58,437,176,0,sx_elbow
58,518,160,0,sx_hand
59,304,123,0,head
59,302,183,0,neck
59,258,181,0,dx_shoulder
59,181,160,0,dx_elbow
59,95,118,0,dx_hand
59,353,183,0,sx_shoulder
59,434,174,0,sx_elbow
59,516,160,0,sx_hand
60,304,123,0,head
60,300,183,0,neck
60,255,181,0,dx_shoulder
60,179,158,0,dx_elbow
60,93,118,0,dx_hand
60,351,183,0,sx_shoulder
60,430,176,0,sx_elbow
60,518,160,0,sx_hand
61,304,123,0,head
61,300,183,0,neck
61,255,181,0,dx_shoulder
61,174,155,0,dx_elbow
61,88,116,0,dx_hand
61,351,183,0,sx_shoulder
61,432,172,0,sx_elbow
61,516,155,0,sx_hand
62,306,123,0,head
62,300,183,0,neck
62,255,181,0,dx_shoulder
62,176,155,0,dx_elbow
62,90,116,0,dx_hand
62,353,183,0,sx_shoulder
62,434,172,0,sx_elbow
62,518,155,0,sx_hand
63,309,123,0,head
63,302,181,0,neck
63,258,181,0,dx_shoulder
63,176,155,0,dx_elbow
63,93,118,0,dx_hand
63,353,183,0,sx_shoulder
63,437,172,0,sx_elbow
63,518,155,0,sx_hand
64,306,120,0,head
64,300,181,0,neck
64,255,181,0,dx_shoulder
64,176,155,0,dx_elbow
64,93,116,0,dx_hand
64,351,181,0,sx_shoulder
64,434,169,0,sx_elbow
64,518,153,0,sx_hand
65,304,120,0,head
65,302,181,0,neck
65,258,181,0,dx_shoulder
65,174,153,0,dx_elbow
65,93,113,0,dx_hand
65,351,181,0,sx_shoulder
65,430,169,0,sx_elbow
65,516,148,0,sx_hand
66,306,120,0,head
66,302,181,0,neck
66,258,181,0,dx_shoulder
66,176,151,0,dx_elbow
66,95,113,0,dx_hand
66,353,181,0,sx_shoulder
66,430,169,0,sx_elbow
66,516,148,0,sx_hand
67,309,120,0,head
67,302,181,0,neck
67,258,181,0,dx_shoulder
67,174,151,0,dx_elbow
67,97,116,0,dx_hand
67,353,183,0,sx_shoulder
67,432,167,0,sx_elbow
67,518,148,0,sx_hand
68,304,123,0,head
68,300,181,0,neck
68,255,181,0,dx_shoulder
68,176,155,0,dx_elbow
68,93,116,0,dx_hand
68,351,183,0,sx_shoulder
68,430,172,0,sx_elbow
68,518,151,0,sx_hand
69,306,123,0,head
69,302,181,0,neck
69,258,181,0,dx_shoulder
69,176,155,0,dx_elbow
69,95,116,0,dx_hand
69,351,183,0,sx_shoulder
69,430,172,0,sx_elbow
69,518,151,0,sx_hand
70,304,120,0,head
70,302,181,0,neck
70,255,181,0,dx_shoulder
70,174,151,0,dx_elbow
70,97,113,0,dx_hand
70,353,181,0,sx_shoulder
70,432,167,0,sx_elbow
70,516,148,0,sx_hand
71,304,120,0,head
71,300,181,0,neck
71,255,181,0,dx_shoulder
71,174,151,0,dx_elbow
71,95,113,0,dx_hand
71,351,183,0,sx_shoulder
71,432,169,0,sx_elbow
71,516,148,0,sx_hand
72,304,123,0,head
72,300,181,0,neck
72,255,181,0,dx_shoulder
72,174,153,0,dx_elbow
72,97,113,0,dx_hand
72,351,181,0,sx_shoulder
72,430,169,0,sx_elbow
72,516,148,0,sx_hand
73,309,123,0,head
73,302,183,0,neck
73,260,181,0,dx_shoulder
73,174,153,0,dx_elbow
73,97,113,0,dx_hand
73,353,183,0,sx_shoulder
73,432,167,0,sx_elbow
73,513,151,0,sx_hand
74,313,120,0,head
74,302,181,0,neck
74,258,181,0,dx_shoulder
74,174,151,0,dx_elbow
74,97,113,0,dx_hand
74,355,183,0,sx_shoulder
74,437,167,0,sx_elbow
74,516,151,0,sx_hand
75,313,120,0,head
75,302,183,0,neck
75,258,181,0,dx_shoulder
75,174,151,0,dx_elbow
75,95,113,0,dx_hand
75,355,183,0,sx_shoulder
75,437,167,0,sx_elbow
75,516,151,0,sx_hand
76,309,123,0,head
76,302,183,0,neck
76,258,181,0,dx_shoulder
76,172,151,0,dx_elbow
76,95,113,0,dx_hand
76,353,183,0,sx_shoulder
76,432,169,0,sx_elbow
76,513,151,0,sx_hand
77,304,123,0,head
77,300,183,0,neck
77,255,181,0,dx_shoulder
77,174,153,0,dx_elbow
77,93,116,0,dx_hand
77,351,183,0,sx_shoulder
77,430,172,0,sx_elbow
77,513,151,0,sx_hand
78,304,125,0,head
78,300,183,0,neck
78,255,181,0,dx_shoulder
78,174,153,0,dx_elbow
78,95,116,0,dx_hand
78,351,183,0,sx_shoulder
78,432,169,0,sx_elbow
78,516,151,0,sx_hand
79,306,123,0,head
79,302,183,0,neck
79,255,181,0,dx_shoulder
79,174,153,0,dx_elbow
79,95,116,0,dx_hand
79,353,183,0,sx_shoulder
79,432,169,0,sx_elbow
79,511,151,0,sx_hand
80,309,123,0,head
80,302,183,0,neck
80,255,181,0,dx_shoulder
80,174,153,0,dx_elbow
80,95,116,0,dx_hand
80,353,183,0,sx_shoulder
80,434,169,0,sx_elbow
80,516,148,0,sx_hand
81,306,125,0,head
81,302,183,0,neck
81,255,181,0,dx_shoulder
81,176,155,0,dx_elbow
81,97,116,0,dx_hand
81,353,183,0,sx_shoulder
81,439,169,0,sx_elbow
81,516,151,0,sx_hand
82,309,125,0,head
82,302,183,0,neck
82,258,183,0,dx_shoulder
82,174,155,0,dx_elbow
82,95,116,0,dx_hand
82,353,183,0,sx_shoulder
82,439,172,0,sx_elbow
82,520,151,0,sx_hand
83,306,125,0,head
83,302,183,0,neck
83,255,183,0,dx_shoulder
83,174,155,0,dx_elbow
83,95,118,0,dx_hand
83,353,183,0,sx_shoulder
83,437,174,0,sx_elbow
83,518,153,0,sx_hand
84,304,125,0,head
84,300,183,0,neck
84,255,183,0,dx_shoulder
84,174,155,0,dx_elbow
84,95,120,0,dx_hand
84,353,183,0,sx_shoulder
84,437,174,0,sx_elbow
84,520,153,0,sx_hand
85,306,125,0,head
85,300,183,0,neck
85,255,183,0,dx_shoulder
85,174,155,0,dx_elbow
85,93,118,0,dx_hand
85,353,183,0,sx_shoulder
85,432,172,0,sx_elbow
85,518,153,0,sx_hand
86,309,125,0,head
86,302,183,0,neck
86,255,183,0,dx_shoulder
86,174,153,0,dx_elbow
86,95,118,0,dx_hand
86,353,183,0,sx_shoulder
86,434,172,0,sx_elbow
86,518,153,0,sx_hand
87,309,125,0,head
87,302,183,0,neck
87,258,183,0,dx_shoulder
87,176,155,0,dx_elbow
87,97,120,0,dx_hand
87,353,183,0,sx_shoulder
87,437,172,0,sx_elbow
87,518,153,0,sx_hand
88,309,125,0,head
88,302,183,0,neck
88,258,183,0,dx_shoulder
88,176,158,0,dx_elbow
88,97,120,0,dx_hand
88,353,183,0,sx_shoulder
88,437,174,0,sx_elbow
88,520,153,0,sx_hand
89,306,125,0,head
89,302,183,0,neck
89,258,183,0,dx_shoulder
89,176,158,0,dx_elbow
89,95,118,0,dx_hand
89,353,186,0,sx_shoulder
89,437,174,0,sx_elbow
89,520,153,0,sx_hand
90,304,125,0,head
90,300,183,0,neck
90,255,183,0,dx_shoulder
90,176,158,0,dx_elbow
90,93,120,0,dx_hand
90,353,183,0,sx_shoulder
90,432,172,0,sx_elbow
90,518,153,0,sx_hand
91,302,125,0,head
91,300,183,0,neck
91,253,183,0,dx_shoulder
91,176,160,0,dx_elbow
91,90,118,0,dx_hand
91,353,183,0,sx_shoulder
91,434,172,0,sx_elbow
91,520,153,0,sx_hand
92,306,125,0,head
92,302,183,0,neck
92,255,181,0,dx_shoulder
92,179,160,0,dx_elbow
92,95,120,0,dx_hand
92,353,183,0,sx_shoulder
92,434,172,0,sx_elbow
92,518,151,0,sx_hand
93,304,125,0,head
93,302,183,0,neck
93,255,181,0,dx_shoulder
93,174,158,0,dx_elbow
93,95,118,0,dx_hand
93,353,183,0,sx_shoulder
93,434,172,0,sx_elbow
93,520,151,0,sx_hand
94,306,125,0,head
94,302,183,0,neck
94,255,181,0,dx_shoulder
94,176,158,0,dx_elbow
94,90,116,0,dx_hand
94,353,183,0,sx_shoulder
94,434,174,0,sx_elbow
94,518,151,0,sx_hand
95,306,125,0,head
95,302,183,0,neck
95,255,181,0,dx_shoulder
95,176,160,0,dx_elbow
95,90,118,0,dx_hand
95,353,183,0,sx_shoulder
95,439,172,0,sx_elbow
95,520,153,0,sx_hand
96,306,125,0,head
96,302,183,0,neck
96,255,181,0,dx_shoulder
96,176,158,0,dx_elbow
96,88,116,0,dx_hand
96,353,183,0,sx_shoulder
96,439,172,0,sx_elbow
96,523,151,0,sx_hand
97,306,125,0,head
97,302,183,0,neck
97,255,181,0,dx_shoulder
97,176,158,0,dx_elbow
97,86,113,0,dx_hand
97,353,183,0,sx_shoulder
97,439,172,0,sx_elbow
97,518,153,0,sx_hand
98,306,123,0,head
98,302,183,0,neck
98,255,181,0,dx_shoulder
98,176,158,0,dx_elbow
98,90,116,0,dx_hand
98,353,183,0,sx_shoulder
98,439,172,0,sx_elbow
98,518,151,0,sx_hand
99,306,123,0,head
99,300,181,0,neck
99,253,181,0,dx_shoulder
99,179,158,0,dx_elbow
99,90,116,0,dx_hand
99,353,183,0,sx_shoulder
99,434,172,0,sx_elbow
99,518,148,0,sx_hand
100,309,123,0,head
100,302,183,0,neck
100,258,181,0,dx_shoulder
100,186,160,0,dx_elbow
100,95,116,0,dx_hand
100,353,183,0,sx_shoulder
100,437,169,0,sx_elbow
100,518,148,0,sx_hand
101,311,123,0,head
101,302,183,0,neck
101,260,181,0,dx_shoulder
101,188,160,0,dx_elbow
101,95,113,0,dx_hand
101,355,183,0,sx_shoulder
101,437,172,0,sx_elbow
101,518,148,0,sx_hand
102,311,123,0,head
102,302,183,0,neck
102,260,181,0,dx_shoulder
102,188,160,0,dx_elbow
102,95,113,0,dx_hand
102,355,183,0,sx_shoulder
102,439,172,0,sx_elbow
102,518,148,0,sx_hand
103,309,123,0,head
103,302,183,0,neck
103,258,181,0,dx_shoulder
103,186,158,0,dx_elbow
103,95,113,0,dx_hand
103,353,183,0,sx_shoulder
103,437,169,0,sx_elbow
103,516,148,0,sx_hand
104,311,123,0,head
104,302,183,0,neck
104,258,181,0,dx_shoulder
104,179,153,0,dx_elbow
104,97,113,0,dx_hand
104,353,183,0,sx_shoulder
104,437,169,0,sx_elbow
104,516,148,0,sx_hand
105,311,123,0,head
105,302,181,0,neck
105,258,181,0,dx_shoulder
105,179,153,0,dx_elbow
105,97,113,0,dx_hand
105,355,183,0,sx_shoulder
105,434,169,0,sx_elbow
105,516,148,0,sx_hand
106,309,123,0,head
106,302,181,0,neck
106,260,181,0,dx_shoulder
106,181,153,0,dx_elbow
106,93,111,0,dx_hand
106,353,183,0,sx_shoulder
106,434,169,0,sx_elbow
106,518,146,0,sx_hand
107,311,123,0,head
107,302,183,0,neck
107,258,181,0,dx_shoulder
107,183,153,0,dx_elbow
107,97,111,0,dx_hand
107,353,183,0,sx_shoulder
107,434,167,0,sx_elbow
107,516,146,0,sx_hand
108,311,123,0,head
108,302,181,0,neck
108,260,181,0,dx_shoulder
108,186,151,0,dx_elbow
108,100,111,0,dx_hand
108,353,183,0,sx_shoulder
108,439,165,0,sx_elbow
108,516,146,0,sx_hand
109,311,120,0,head
109,302,181,0,neck
109,260,181,0,dx_shoulder
109,186,148,0,dx_elbow
109,104,109,0,dx_hand
109,353,181,0,sx_shoulder
109,437,165,0,sx_elbow
109,513,144,0,sx_hand
110,309,118,0,head
110,302,181,0,neck
110,260,179,0,dx_shoulder
110,188,146,0,dx_elbow
110,102,102,0,dx_hand
110,353,181,0,sx_shoulder
110,437,162,0,sx_elbow
110,513,132,0,sx_hand
111,306,120,0,head
111,302,181,0,neck
111,258,181,0,dx_shoulder
111,188,144,0,dx_elbow
111,109,95,0,dx_hand
111,351,181,0,sx_shoulder
111,425,162,0,sx_elbow
111,504,130,0,sx_hand
112,309,120,0,head
112,302,181,0,neck
112,260,181,0,dx_shoulder
112,190,144,0,dx_elbow
112,116,93,0,dx_hand
112,353,181,0,sx_shoulder
112,427,160,0,sx_elbow
112,502,125,0,sx_hand
113,311,118,0,head
113,302,181,0,neck
113,260,179,0,dx_shoulder
113,190,139,0,dx_elbow
113,118,83,0,dx_hand
113,353,181,0,sx_shoulder
113,427,148,0,sx_elbow
113,502,113,0,sx_hand
114,311,118,0,head
114,304,179,0,neck
114,262,176,0,dx_shoulder
114,193,130,0,dx_elbow
114,125,74,0,dx_hand
114,355,179,0,sx_shoulder
114,427,146,0,sx_elbow
114,500,106,0,sx_hand
115,309,116,0,head
115,302,179,0,neck
115,262,174,0,dx_shoulder
115,193,127,0,dx_elbow
115,134,69,0,dx_hand
115,353,179,0,sx_shoulder
115,425,141,0,sx_elbow
115,495,93,0,sx_hand
116,309,116,0,head
116,302,179,0,neck
116,262,176,0,dx_shoulder
116,195,125,0,dx_elbow
116,137,55,0,dx_hand
116,353,179,0,sx_shoulder
116,425,132,0,sx_elbow
116,486,86,0,sx_hand
117,309,116,0,head
117,304,179,0,neck
117,262,176,0,dx_shoulder
117,200,123,0,dx_elbow
117,151,51,0,dx_hand
117,353,176,0,sx_shoulder
117,425,127,0,sx_elbow
117,481,74,0,sx_hand
118,309,116,0,head
118,304,176,0,neck
118,262,176,0,dx_shoulder
118,206,120,0,dx_elbow
118,155,41,0,dx_hand
118,353,169,0,sx_shoulder
118,418,125,0,sx_elbow
118,467,69,0,sx_hand
119,304,118,0,head
119,302,179,0,neck
119,262,176,0,dx_shoulder
119,206,116,0,dx_elbow
119,162,34,0,dx_hand
119,353,174,0,sx_shoulder
119,409,127,0,sx_elbow
119,462,55,0,sx_hand
120,304,120,0,head
120,302,179,0,neck
120,262,176,0,dx_shoulder
120,209,111,0,dx_elbow
120,172,34,0,dx_hand
120,351,174,0,sx_shoulder
120,409,123,0,sx_elbow
120,446,53,0,sx_hand
121,306,120,0,head
121,302,179,0,neck
121,265,176,0,dx_shoulder
121,211,109,0,dx_elbow
121,179,25,0,dx_hand
121,348,174,0,sx_shoulder
121,406,120,0,sx_elbow
121,444,51,0,sx_hand
122,311,120,0,head
122,302,176,0,neck
122,265,174,0,dx_shoulder
122,223,109,0,dx_elbow
122,193,20,0,dx_hand
122,351,172,0,sx_shoulder
122,406,118,0,sx_elbow
122,437,44,0,sx_hand
123,311,120,0,head
123,304,172,0,neck
123,265,174,0,dx_shoulder
123,225,106,0,dx_elbow
123,202,18,0,dx_hand
123,353,167,0,sx_shoulder
123,402,113,0,sx_elbow
123,427,37,0,sx_hand
124,309,120,0,head
124,302,169,0,neck
124,262,169,0,dx_shoulder
124,227,104,0,dx_elbow
124,209,18,0,dx_hand
124,348,167,0,sx_shoulder
124,393,113,0,sx_elbow
124,420,34,0,sx_hand
125,304,120,0,head
125,300,169,0,neck
125,262,172,0,dx_shoulder
125,230,97,0,dx_elbow
125,211,18,0,dx_hand
125,348,167,0,sx_shoulder
125,390,111,0,sx_elbow
